source,image_path,x1,y1,x2,y2,confidence
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000046_F_21_172720_8799693.jpg,22,0,825,2048,0.994265615940094
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000047_F_21_185420_8346100.jpg,27,36,549,1488,0.9808550477027893
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000047_F_21_185420_9525440.jpg,18,28,444,1388,0.996006190776825
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000048_F_21_185420_9979033.jpg,9,0,856,2113,0.9886239767074585
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000049_F_22_149860_8935770.jpg,16,0,942,2632,0.9752539396286011
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000050_F_22_142240_11793402.jpg,14,0,971,2150,0.9819059371948242
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000050_F_22_142240_8845052.jpg,6,51,892,2361,0.9946644306182861
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000051_F_22_152400_7302838.jpg,59,2,649,1315,0.9992306232452393
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000052_F_23_157480_6214216.jpg,18,138,398,1071,0.9834497570991516
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000053_F_22_180340_10886218.jpg,14,29,669,1775,0.9970318078994751
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000053_F_22_180340_8618256.jpg,23,0,561,1783,0.9958577752113342
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000054_F_22_157480_5851342.jpg,9,9,656,1432,0.9771450757980347
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000056_F_22_167640_5805983.png,1,10,282,790,0.9887951612472534
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000056_F_22_167640_7030682.png,2,0,220,677,0.9760574698448181
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000057_F_22_172720_14061364.jpg,60,1,542,672,0.9975361824035645
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000057_F_22_172720_7166759.jpg,66,36,897,1315,0.9879611134529114
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000059_F_23_144780_11804742.jpg,82,0,2316,4765,0.9760710000991821
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000061_F_23_149860_6577090.jpg,3,14,760,1869,0.9948467016220093
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000062_F_23_154940_5715264.png,22,5,336,682,0.9786434769630432
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000063_F_23_177800_8391459.png,47,0,950,1731,0.9803479313850403
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000063_F_23_177800_9979033.png,0,0,928,1895,0.9689197540283203
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000064_F_23_160020_7756430.jpg,9,236,1401,2681,0.9757532477378845
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000066_F_23_165100_9298644.jpg,0,40,1470,4153,0.9933465719223022
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000067_F_23_165100_12473791.png,0,6,225,410,0.9557217955589294
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000069_F_23_177800_10886218.jpg,103,0,1270,3000,0.9973064661026001
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000069_F_23_177800_8346100.jpg,0,22,1134,2974,0.9963656663894653
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000072_F_23_185420_9525440.jpg,28,36,771,2510,0.9704778790473938
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000075_F_24_149860_9071848.jpg,10,14,973,1739,0.9796309471130371
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000076_F_24_154940_6123497.jpg,5,256,1040,2262,0.9906762838363647
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000077_F_24_154940_13154180.png,8,0,601,1277,0.9780746698379517
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000078_F_30_172720_9525440.jpg,46,0,387,870,0.9958844780921936
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000079_F_24_180340_8073945.jpg,74,0,739,2010,0.9901949763298035
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000080_F_24_162560_7166759.jpg,4,0,709,1984,0.9906492829322815
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000083_F_24_167640_8391459.jpg,0,6,805,1206,0.9832300543785095
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000084_F_24_167640_12564509.jpg,46,10,907,1834,0.9989270567893982
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000084_F_24_167640_8482178.jpg,82,0,987,1674,0.99864262342453
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000085_F_24_167640_7452522.png,25,1,273,643,0.9856204986572266
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000086_F_32_157480_6350294.jpg,5,12,406,1542,0.9937679767608643
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000086_F_32_157480_8527537.jpg,0,18,521,1572,0.9958452582359314
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000087_F_24_170180_7438915.jpg,22,49,680,1841,0.9596242308616638
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000088_F_24_177800_10886218.jpg,41,130,1033,2849,0.9975751042366028
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000089_F_24_180340_9298644.jpg,6,11,409,963,0.9870239496231079
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000090_F_23_152400_5443109.jpg,18,0,1239,3053,0.9986635446548462
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000090_F_23_152400_6350294.jpg,25,0,1579,3329,0.9979514479637146
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000091_F_24_180340_8708974.jpg,94,31,1064,2222,0.9924281239509583
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000092_F_24_157480_10665227.jpg,6,0,609,1737,0.9942623972892761
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000092_F_24_157480_4853439.jpg,8,0,673,1564,0.9935775399208069
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000094_F_24_165100_6078138.jpg,29,0,1310,3367,0.9962298274040222
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000097_F_34_160020_6350294.jpg,5,42,559,1528,0.9928752183914185
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000099_F_25_172720_6350294.jpg,18,0,590,1845,0.9963162541389465
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000100_F_19_172720_6350294.jpg,56,29,626,1131,0.9970366954803467
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000100_F_19_172720_9207926.jpg,1,49,426,1206,0.9918859004974365
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000102_F_25_162560_6622449.jpg,11,17,309,922,0.9981675148010254
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000103_F_30_170180_6350294.jpg,8,79,380,614,0.9925752878189087
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000107_F_25_165100_5579187.jpg,57,14,540,1827,0.9961987137794495
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000109_F_25_170180_6985323.jpg,5,100,522,1821,0.9980971217155457
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000111_F_26_157480_9071848.png,7,16,334,768,0.9969321489334106
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000113_F_19_162560_6350294.jpg,35,7,446,926,0.949138879776001
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000115_F_26_162560_13154180.jpg,129,0,1470,3061,0.9974237680435181
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000115_F_26_162560_7257478.jpg,46,32,1029,3323,0.9987601041793823
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000117_F_26_162560_13834567.jpg,12,22,850,1312,0.9851438403129578
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000118_F_26_165100_12972743.jpg,7,17,781,993,0.9916503429412842
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000119_F_26_165100_7484274.jpg,49,0,602,1522,0.9869345426559448
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000121_F_26_167640_7076040.jpg,24,0,541,1772,0.9957302212715149
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000122_F_26_170180_4032436.jpg,11,96,776,1953,0.9826781153678894
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000122_F_26_170180_6091746.jpg,49,0,901,1888,0.9887003302574158
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000124_F_27_175260_7212119.jpg,76,0,716,1183,0.9904196858406067
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000125_F_21_162560_7121401.jpg,6,0,568,1249,0.9963833093643188
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000126_F_26_170180_9525440.jpg,9,0,568,1436,0.9986159801483154
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000127_F_26_172720_8482178.jpg,0,5,570,1104,0.9736651182174683
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000130_F_26_172720_15875734.jpg,8,76,960,2680,0.9962844848632812
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000131_F_26_157480_12428432.jpg,23,12,908,1851,0.9966636300086975
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000131_F_26_157480_16238608.jpg,59,26,861,1373,0.9908140301704407
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000133_F_26_170180_10568703.jpg,118,36,1227,2973,0.9688730239868164
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000133_F_26_170180_7665712.jpg,85,120,1019,3365,0.9442555904388428
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000134_F_25_149860_5125594.jpg,124,24,1447,2852,0.9828456044197083
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000134_F_25_149860_6350294.jpg,27,7,1196,2732,0.9836800694465637
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000136_F_27_144780_4717361.jpg,15,1,328,903,0.9951837658882141
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000137_F_27_177800_6577090.jpg,25,122,846,2835,0.9940336346626282
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000138_F_27_177800_7438915.jpg,46,0,731,2048,0.9951789379119873
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000139_F_27_162560_10115111.jpg,38,0,903,1910,0.9943575263023376
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000139_F_27_162560_7711071.jpg,14,59,682,1684,0.958554744720459
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000140_F_27_177800_7574993.jpg,25,3,607,1502,0.9960675239562988
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000142_F_27_157480_6939964.jpg,36,87,695,1627,0.9967117309570312
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000143_F_27_162560_5034876.png,17,9,381,1218,0.9990108013153076
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000145_F_27_165100_6259575.jpg,4,0,387,1379,0.980859637260437
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000145_F_27_165100_8572896.jpg,15,16,682,1240,0.9806262254714966
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000146_F_25_149860_6350294.jpg,1,12,872,1112,0.974155068397522
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000148_F_27_170180_6123497.png,12,0,333,780,0.9941986799240112
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000149_F_27_170180_6259575.jpg,30,55,506,1307,0.9951134324073792
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000149_F_27_170180_9979033.jpg,0,37,843,1847,0.9985104203224182
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000150_F_27_170180_6259575.png,14,0,238,735,0.9903172254562378
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000150_F_27_170180_9979033.png,28,1,358,775,0.9969878792762756
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000153_F_27_175260_9842955.jpg,9,9,914,1480,0.9742224812507629
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000155_F_24_160020_7257478.jpg,38,0,792,2034,0.9976295232772827
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000157_F_27_167640_10886218.jpg,10,6,791,1770,0.9954401254653931
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000158_F_30_157480_6350294.jpg,6,0,312,842,0.9843803644180298
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000158_F_30_157480_7983226.jpg,3,0,310,884,0.9930914640426636
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000160_F_27_175260_6803886.jpg,53,56,960,2801,0.9619017839431763
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000160_F_27_175260_9071848.jpg,23,0,911,2884,0.9781994223594666
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000165_F_28_157480_7484274.jpg,69,53,638,1794,0.9991908669471741
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000165_F_28_157480_8436819.jpg,18,22,641,1883,0.996010422706604
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000166_F_28_165100_12927383.jpg,28,3,1008,2292,0.9974501729011536
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000167_F_28_165100_9979033.png,28,0,372,1008,0.9946958422660828
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000168_F_28_170180_7030682.jpg,12,3,664,1504,0.9848966598510742
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000169_F_28_172720_11430528.png,0,0,213,567,0.9790039658546448
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000169_F_28_172720_7574993.png,43,0,239,571,0.9927377104759216
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000171_F_25_165100_6350294.jpg,11,0,266,806,0.9888401627540588
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000171_F_25_165100_8164663.jpg,8,0,216,1000,0.9249721765518188
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000172_F_28_172720_12700587.jpg,74,0,1217,2368,0.9977443218231201
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000172_F_28_172720_8981130.jpg,16,14,1190,1899,0.9894441962242126
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000173_F_28_172720_12791306.jpg,3,0,768,1397,0.9596402645111084
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000178_F_28_160020_12655228.jpg,46,0,1051,2761,0.9917153716087341
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000180_F_28_185420_8618256.jpg,50,42,709,1699,0.9878271222114563
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000181_F_23_162560_11294451.jpg,0,8,790,1307,0.9478084444999695
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000183_F_29_158750_12745946.jpg,13,51,663,1638,0.9888669848442078
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000183_F_29_158750_7756430.jpg,14,5,728,1457,0.9865489602088928
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000184_F_22_170180_7937867.jpg,25,10,511,1469,0.9911478757858276
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000185_F_29_165100_17962259.png,5,0,242,534,0.9962616562843323
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000186_F_24_175260_5678977.png,53,1,400,991,0.9983140230178833
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000187_F_29_172720_5805983.jpg,35,3,849,2842,0.9886369109153748
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000189_F_29_160020_6577090.jpg,4,26,1219,2518,0.9324214458465576
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000193_F_25_160020_7847149.jpg,5,2,545,1164,0.993380069732666
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000195_F_28_147320_6350294.jpg,39,0,751,1893,0.9914276599884033
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000195_F_28_147320_7801788.jpg,30,0,815,1817,0.9805168509483337
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000196_F_30_177800_13607772.jpg,85,35,897,1740,0.9854778051376343
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000196_F_30_177800_9752237.jpg,0,1,774,1762,0.9965884685516357
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000199_F_30_180340_11974839.png,28,0,253,657,0.9981986880302429
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000200_F_31_175260_6123497.jpg,49,4,1145,3088,0.9858339428901672
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000201_F_30_165100_8164663.jpg,90,5,1054,1487,0.9937499165534973
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000202_F_30_167640_5080235.png,6,15,222,560,0.9921187162399292
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000205_F_30_167640_8346100.jpg,33,25,857,1764,0.9841246604919434
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000206_F_30_170180_15875734.jpg,14,0,1246,2995,0.9977541565895081
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000206_F_30_170180_8663615.jpg,6,33,1090,3307,0.9982580542564392
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000210_F_31_162560_15739656.png,0,45,389,607,0.9859775304794312
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000211_F_31_165100_6441012.png,0,0,135,396,0.9547081589698792
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000211_F_31_165100_9344003.png,3,4,144,427,0.9882545471191406
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000213_F_31_162560_7529634.jpg,3,4,257,635,0.9890298247337341
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000214_F_31_170180_10477984.jpg,17,0,774,2481,0.98058021068573
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000214_F_31_170180_7756430.jpg,24,0,751,2416,0.9798067808151245
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000216_F_31_182880_9525440.jpg,0,13,466,934,0.9969590902328491
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000217_F_32_154940_9071848.jpg,57,9,813,1647,0.983314037322998
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000218_F_32_157480_4962301.jpg,31,0,371,1021,0.9897385239601135
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000222_F_32_170180_8436819.jpg,0,0,375,950,0.9981387853622437
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000223_F_32_175260_6350294.jpg,0,47,1097,3097,0.9888327121734619
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000223_F_32_175260_8618256.jpg,25,69,1474,3018,0.9985235333442688
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000224_F_32_175260_7529634.jpg,177,0,1674,4549,0.9985238909721375
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000224_F_32_175260_9434722.jpg,113,0,1740,4568,0.9973701238632202
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000228_F_33_167640_7166759.jpg,53,45,871,1714,0.9911776185035706
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000230_F_25_167640_14061364.jpg,13,28,246,484,0.9306690692901611
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000231_F_33_162560_8482178.jpg,52,17,748,2162,0.9951208233833313
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000232_F_33_162560_13607772.jpg,2,8,973,1746,0.9925643801689148
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000232_F_33_162560_9162566.jpg,47,27,715,1752,0.9900534749031067
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000234_F_34_137160_5352390.jpg,8,1,641,2052,0.9836490154266357
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000237_F_34_154940_8935770.jpg,8,16,718,1908,0.9946213960647583
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000238_F_35_149860_6123497.jpg,6,0,874,1703,0.9957689046859741
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000239_F_35_157480_6622449.png,35,0,373,1018,0.9979345798492432
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000242_F_35_167640_10178613.jpg,65,8,881,1761,0.9858679175376892
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000246_F_37_149860_4445206.jpg,5,144,692,1967,0.9988376498222351
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000248_F_24_167640_8482178.jpg,67,0,630,1449,0.9940775632858276
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000253_F_39_154940_8708974.jpg,11,10,363,552,0.9844740629196167
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000254_F_39_170180_8073945.jpg,22,24,550,1633,0.9942265748977661
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000255_F_24_172720_6758526.jpg,1,1,332,823,0.9736297726631165
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000258_F_22_172720_6350294.jpg,22,0,351,1003,0.991411566734314
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000259_F_46_170180_6985323.jpg,92,7,1060,2794,0.9902475476264954
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000260_F_46_175260_13154180.jpg,50,0,708,1815,0.9860016107559204
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000262_F_51_162560_7484274.jpg,16,0,393,1335,0.9950843453407288
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000263_F_58_172720_5261672.jpg,31,0,300,731,0.9947102069854736
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000264_F_19_157480_6350294.jpg,0,0,957,1984,0.9902048110961914
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000265_F_33_175260_6350294.jpg,52,1,493,757,0.9730726480484009
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000265_F_33_175260_8164663.jpg,21,0,300,757,0.8940304517745972
